LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
180000,1,3,1,43,2,2,2,2,0,176911,172605,182641,135892,135411,0,15000,0,4500,5000,0
2.00E+05,1,1,2,36,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,0
390000,1,1,1,29,-2,-2,-2,-2,-2,570,2681,1186,1944,4966,2691,1191,1948,4987,2982,0
110000,1,1,2,29,0,0,0,0,0,47982,43735,41840,40199,39612,1809,2012,1504,1502,1514,0
250000,1,1,2,29,0,0,0,0,0,240725,200603,150035,145876,100971,10022,7004,5414,2500,1010,0
380000,1,2,2,30,0,0,0,0,0,47765,47945,135167,95527,91541,3000,90527,5000,3000,4000,0
3.00E+05,1,2,1,30,-1,-1,-1,-1,-1,165,165,165,165,1759,165,165,165,1759,1394,0
3.00E+05,1,2,1,44,0,0,2,2,0,223211,239061,239874,233894,169520,21000,6000,3662,6000,6000,0
320000,1,1,1,40,-2,-2,-2,-2,-2,968,6444,23384,4310,5980,6476,23507,4336,6010,13589,0
160000,1,2,1,48,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
310000,1,1,1,47,-2,-2,-2,-2,-2,-1874,-2474,-2474,-74,2226,0,0,2400,2300,0,0
50000,1,2,2,32,0,0,0,0,0,50962,50212,3800,50535,50525,2264,1000,50042,2505,1473,0
20000,1,2,1,32,0,0,0,0,2,8768,9622,10974,14963,15123,1159,1511,4500,700,0,1
240000,1,2,1,31,2,0,-1,2,2,60511,41296,2181,1175,-13,2300,2185,4,0,2500,1
250000,1,1,2,31,-1,0,0,0,0,377399,78416,64479,33404,11259,10045,3194,1104,10015,5005,0
2.00E+05,1,1,2,31,0,0,0,-2,-2,162018,121934,0,0,0,6000,0,0,0,590,0
240000,1,1,2,35,1,-2,-2,-2,-1,0,0,0,0,27670,0,0,0,27670,920,0
150000,1,3,1,43,-1,2,-1,-1,-1,1280,390,390,780,1746,0,390,780,1746,0,0
420000,1,2,1,43,0,0,0,0,0,36590,44670,60376,30099,66049,42063,30253,20016,40015,30004,0
10000,1,3,1,36,0,0,0,2,2,5104,6133,8432,8150,8945,1274,2573,0,1086,0,0
30000,1,2,1,44,1,2,2,0,0,12351,13068,12568,13880,13849,1216,0,1528,497,1192,0
250000,1,1,2,33,-1,3,2,-1,-1,441,441,81,1540,3088,0,0,5000,3088,3000,1
5.00E+05,1,2,1,33,0,0,0,0,0,5322,5920,6061,7289,8313,1125,1280,1791,1528,1512,0
30000,1,2,2,38,0,0,2,2,2,29770,27400,28935,28934,30313,6000,2273,780,2635,1033,0
120000,1,2,2,48,0,0,0,0,0,116757,120600,106464,92788,29989,10717,10000,20014,0,6000,0
2.00E+05,1,2,1,34,-1,-1,-1,-1,-2,2498,2670,2967,0,0,2670,2996,0,0,0,0
20000,1,2,2,36,0,0,0,0,0,11179,11985,14372,15619,16376,1300,2600,1500,1000,1000,0
50000,1,2,2,38,1,2,2,2,0,15116,14876,17325,16754,17175,300,3000,0,1000,690,1
50000,1,3,1,47,2,2,2,0,0,39892,42704,34909,33528,16205,3600,5,1309,800,800,1
50000,1,3,2,40,0,0,0,0,0,46185,47570,38984,23566,21652,3000,4022,3034,5000,3700,1
140000,1,3,1,39,0,0,0,0,0,138317,142082,136034,137524,88752,6047,6405,6452,3228,3140,0
20000,1,3,1,34,0,0,0,0,0,17692,17293,16803,16525,16185,2000,2004,1500,1500,0,0
150000,1,3,2,39,0,0,0,0,0,42029,42678,11413,12418,12415,2100,1500,1500,500,1000,0
230000,1,2,1,35,0,0,0,0,0,174274,176853,180639,180117,179717,7004,10000,5000,0,5000,0
240000,1,2,1,36,0,0,0,0,-2,230523,237022,235890,0,0,11828,6100,0,0,0,0
150000,1,1,1,41,3,2,2,0,0,111056,113467,110235,111376,154802,5700,0,4500,45500,0,1
140000,1,1,1,38,0,0,0,0,0,52684,46479,39949,30051,31124,1692,2438,1464,2124,2375,0
310000,1,2,1,37,-2,-2,-2,-2,-2,1619,1443,1443,1443,1443,1443,1443,1443,1443,2886,0
60000,1,2,1,36,3,2,2,7,7,2400,2400,2400,2400,2400,0,0,0,0,0,1
2.00E+05,1,1,2,34,-2,-2,-2,-2,-2,485,1313,1144,933,1207,1316,1147,935,1210,3158,0
160000,1,1,1,46,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
360000,1,1,1,35,-1,-1,-1,-1,-1,12895,3546,4371,6365,2987,3552,4377,6400,3002,2994,0
30000,1,2,1,49,0,0,0,0,0,12922,14199,15461,16497,16923,1500,1500,1300,700,1000,0
1.00E+05,1,3,1,41,1,-1,-1,-2,-1,0,840,0,0,63562,840,0,0,63562,4000,1
10000,1,2,1,45,1,2,2,2,2,6321,6075,10062,6267,-610,0,4312,0,0,780,0
3.00E+05,1,2,1,37,-2,-2,-1,-1,0,3016,24038,6221,33999,24985,12165,6252,34042,66,14062,0
5.00E+05,1,2,1,49,-1,-1,2,-1,-1,1460,5594,5334,1911,1774,5334,25,1920,1783,5377,1
50000,1,3,1,40,2,0,0,0,0,48785,49762,49861,48660,7698,2090,2450,1510,409,415,1
5.00E+05,1,2,1,48,-2,-2,-2,-2,-2,1900,5441,0,1535,1100,5441,0,1535,1100,800,0
1.00E+05,1,2,1,46,2,0,0,0,0,1.00E+05,99774,102237,98452,99423,4500,5000,4500,3800,3900,1
240000,1,1,2,35,0,0,0,0,0,241499,236556,229622,202296,165639,8500,10200,8366,6070,10000,0
450000,1,2,1,43,0,0,0,0,0,104485,92993,80647,67875,58328,6000,4000,4000,7000,215000,0
620000,1,2,2,31,-2,-2,-2,-2,-2,5712,11598,21049,13846,3565,11881,21171,13915,3583,7111,0
1.00E+05,1,2,1,32,0,0,0,0,0,60121,61575,63028,43360,41906,2454,2700,1712,1500,1600,0
230000,1,1,2,32,0,0,0,0,0,246764,239685,135520,102518,129195,8316,10084,5091,70063,4037,0
50000,1,2,2,34,0,0,-1,-1,-2,4166,0,4166,0,0,0,4166,0,0,0,0
30000,1,2,2,38,4,3,4,4,4,17628,20024,20424,20601,19992,3000,1000,786,0,0,1
20000,1,2,3,40,0,0,0,-1,-1,16149,17373,18000,20000,0,1500,1000,20000,0,390,0
180000,1,1,2,32,-1,-1,2,-1,-1,291,582,291,291,291,582,0,291,291,291,1
90000,1,1,2,31,2,2,2,0,0,90322,92257,89939,91176,91331,4300,0,3656,7100,0,1
170000,1,1,2,32,0,0,0,0,0,166470,159880,161445,152549,122948,5809,7334,6699,4315,4410,0
180000,1,2,2,34,-2,-2,-2,-2,-2,-16,-16,-16,850,0,0,0,866,0,0,0
50000,1,3,2,40,0,0,0,0,-1,50693,50019,36939,29500,19655,1747,1515,3076,20693,679,0
1.00E+05,1,3,1,30,0,0,0,2,0,50512,49374,51644,45920,21659,2000,5138,75,1032,32,0
2.00E+05,1,1,2,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,1,1,2,37,-2,-2,-2,-2,-2,4279,3774,706,5177,3792,3856,706,5192,3808,12035,0
220000,1,1,1,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
80000,1,3,1,43,2,-1,-1,2,-1,1473,1473,3133,1473,1473,1473,3133,0,1473,390,0
30000,1,3,2,37,1,2,2,0,0,24095,24796,23722,24630,24934,1398,0,1696,1000,1500,0
50000,1,3,2,30,0,0,0,0,0,46860,48581,48968,18949,19181,2500,1700,1600,811,2000,0
210000,1,1,2,40,1,2,0,0,0,65568,67501,52620,7379,9083,3700,2700,1300,2000,2000,0
10000,1,1,1,48,1,2,0,0,0,8594,7421,8145,9000,9000,0,2000,2000,0,0,0
3.00E+05,1,1,1,38,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
470000,1,2,1,31,0,0,0,0,0,12281,13323,13149,15824,19424,2014,3000,3000,4000,8098,0
2.00E+05,1,1,1,44,0,0,0,0,-2,196770,202515,205150,0,0,10500,9200,0,0,0,0
80000,1,2,1,32,0,0,0,0,0,81249,81117,81140,80567,59560,3000,3300,2602,1800,1432,0
10000,1,3,2,36,0,0,0,0,0,6728,8050,9531,9904,9310,1446,2017,1000,186,190,0
10000,1,3,2,49,1,-1,0,0,0,2365,9148,7264,9084,4422,10008,5000,5019,1009,1000,0
20000,1,3,2,37,0,0,2,2,-2,18623,21501,20650,0,0,3501,0,0,0,0,0
240000,1,2,1,39,1,2,0,0,0,245338,234661,234364,235982,239281,0,10200,10200,8725,9068,0
30000,1,2,2,29,0,0,0,-1,-1,13172,7965,3101,3126,7365,1082,1000,3126,7365,0,0
160000,1,2,1,31,0,0,0,0,0,94041,54835,46575,7169,9036,3579,3500,2000,2000,0,0
20000,1,1,2,31,3,2,2,7,7,2400,2400,2400,2400,2400,0,0,0,0,0,1
10000,1,2,1,37,-1,4,3,2,2,7501,7243,6988,6730,7463,0,0,0,1000,0,1
250000,1,3,1,39,0,0,0,0,0,209263,199834,200957,205454,205710,7127,7335,8871,8055,8426,0
260000,1,1,2,34,0,0,0,0,0,251267,254332,257628,161545,0,12021,11710,7503,0,0,0
1.00E+05,1,2,2,34,0,0,0,0,0,47908,48909,49954,50974,52021,1800,1830,1850,1894,2000,1
210000,1,1,2,35,-1,2,2,-2,-2,1527,1350,0,0,0,0,0,0,0,0,0
290000,1,1,2,33,0,0,0,0,0,277227,279189,265077,241284,102450,10681,15089,8801,7450,4544,0
150000,1,4,2,29,0,0,0,0,0,200442,206334,206221,69995,60000,8500,8000,2500,1500,0,1
3.00E+05,1,1,2,32,2,0,0,0,0,255299,255607,258394,261024,260672,9106,11000,11009,10000,10000,1
50000,1,2,1,32,1,-2,-1,-1,-1,-11545,-1935,7321,2850,6340,10000,10000,7867,6340,3000,0
1.00E+05,1,2,2,29,0,0,-1,-1,-1,51183,-1478,1261,1044,-217,0,4000,1044,0,2000,0
210000,1,1,2,32,1,2,0,0,0,161444,160177,151914,148432,150935,6000,8000,6200,6000,5700,0
3.00E+05,1,3,1,32,-1,-1,-1,0,0,590,2635,1461,3242,-80,2635,1461,2000,0,800,0
90000,1,2,1,30,1,2,0,0,0,45271,44247,45287,46332,49715,0,2055,2100,4476,0,0
210000,1,2,1,31,-1,-1,2,-1,-1,1748,2488,740,2048,740,2488,0,2048,740,740,0
10000,1,2,2,47,2,0,0,0,0,8640,9043,9489,9237,9422,1145,1136,1144,329,340,1
90000,1,2,1,36,0,0,0,-2,-2,53234,38645,0,0,0,2100,0,0,0,0,0
50000,1,3,2,35,1,2,0,0,0,51350,50214,50035,50495,52073,0,2160,2000,4300,0,0
140000,1,3,1,41,-1,-1,-1,-1,0,1476,2139,0,1686,1686,2139,0,1686,0,205,0
310000,1,2,2,35,0,0,0,0,0,259636,263812,269351,276873,281764,10000,9775,12000,11000,22000,0
250000,1,1,1,44,-1,-1,-1,-1,-1,3704,5303,25959,6354,2994,5319,26036,6373,3000,4376,0
2.00E+05,1,1,1,37,-2,-2,-2,-2,-2,11572,52799,19583,20632,3142,55291,25120,25118,36,27107,0
360000,1,1,1,35,-1,-1,-1,-2,-2,3771,900,0,0,0,900,0,0,0,0,0
50000,1,2,2,43,0,0,0,0,0,12661,13743,14777,12404,10777,1600,1605,2000,500,6000,1
5.00E+05,1,2,1,39,-2,-2,-2,-2,-2,1777,23800,297,9342,3518,23800,297,9342,3518,5597,0
50000,1,2,1,43,0,0,0,0,0,50562,55032,50688,49739,18888,6500,2112,1400,700,700,0
20000,1,1,2,31,-2,-2,-2,-1,-1,668,355,0,600,5275,355,0,600,5275,841,0
90000,1,2,1,31,0,0,0,0,0,70329,69073,70561,72021,73912,2471,2600,2633,3108,2052,0
240000,1,2,1,36,0,0,2,2,0,216923,242282,245657,240040,231790,30700,8700,0,8207,9000,0
20000,1,2,2,33,3,2,8,7,6,14513,22232,21936,21631,21026,8000,0,0,0,0,1
210000,1,2,2,33,0,0,0,0,0,155847,156084,177865,89227,90027,6000,5896,4800,3500,5000,0
260000,1,1,2,33,2,2,2,2,2,128352,131768,128251,142480,145630,7000,0,18000,7000,7000,0
50000,1,2,2,32,0,0,0,0,0,52475,53600,55739,55957,29238,2000,3000,1591,72,1134,0
90000,1,2,2,32,0,0,0,-2,-2,88903,34000,0,0,0,7000,0,0,0,0,0
20000,1,3,1,45,1,3,2,2,0,18838,18243,18849,17724,17524,0,1200,0,0,0,1
60000,1,2,1,40,0,0,0,0,0,53896,53640,51608,52642,52806,2500,2500,2500,2000,2100,0
2.00E+05,1,2,2,34,0,0,0,0,2,176642,180421,185722,196732,188930,7000,8500,16000,0,7500,0
50000,1,2,1,34,0,0,0,0,0,43389,44381,45942,45943,20276,1717,2278,1279,3475,676,0
250000,1,1,1,34,0,0,0,0,0,6035,11782,7241,7277,4972,1131,4000,3000,99,1000,1
20000,1,3,1,48,0,0,3,2,5,10805,15270,14740,18188,17630,5000,0,4000,0,0,1
2.00E+05,1,3,2,42,-1,0,0,0,0,2753,4520,7151,9641,14927,3006,5019,5013,10007,5006,0
50000,1,5,2,46,0,0,0,-1,0,49336,49623,19900,19183,19563,1423,1000,19183,687,696,0
2.00E+05,1,2,1,37,0,0,0,0,0,149303,156632,136685,137432,138059,30000,30000,4148,15100,8029,0
250000,1,3,2,35,-1,-1,-1,-1,-1,29363,4501,27548,1800,11942,4501,27548,1800,11942,4680,0
50000,1,2,2,49,5,4,3,2,0,52321,51210,50125,48640,17450,0,0,0,2000,1003,0
210000,1,1,2,35,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,0
80000,1,2,2,42,1,4,3,2,0,97841,94992,87801,81545,51338,0,639,0,50918,2000,0
50000,1,2,2,40,2,0,0,2,0,11058,12479,13876,13444,13367,2000,2000,1000,1000,1000,1
50000,1,2,2,48,0,0,0,0,0,23694,22500,20279,19816,18711,1635,1360,1233,601,591,0
20000,1,2,2,36,0,0,0,0,-2,20528,16287,7415,0,0,1300,1000,0,0,0,1
4.00E+05,1,2,2,37,1,-1,0,0,0,396343,394858,395716,385947,305542,423903,15100,14600,13000,9500,0
5.00E+05,1,1,1,44,-1,-1,-1,-1,0,100862,367,15272,12925,75667,367,16652,76146,67697,67609,0
1.00E+05,1,2,1,46,0,0,-1,-1,-1,60799,10095,1494,2200,0,2036,1504,2506,0,0,0
220000,1,1,1,42,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
40000,1,1,1,47,2,2,2,2,2,10555,11084,12605,13102,12595,1000,2000,1000,0,2000,1
50000,1,2,1,41,0,0,0,0,0,43474,48921,34879,31820,9965,40003,1636,1800,344,400,0
1.00E+05,1,3,1,49,0,0,0,0,0,99721,86232,83745,79107,63811,3500,5000,3000,3000,1732,0
150000,1,1,1,35,2,0,0,0,0,165441,160292,153981,129725,103050,7300,6100,5100,4200,1900,1
80000,1,2,2,37,0,0,0,2,2,47765,49651,53850,52388,55589,3000,5000,0,4078,0,1
1.00E+05,1,2,2,32,0,0,0,0,0,85366,87064,89401,90470,44610,3114,3738,3059,1450,1765,0
340000,1,1,2,33,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
120000,1,2,2,30,0,0,0,0,0,98440,100802,104378,106651,108362,4000,5200,5500,5000,5000,0
20000,1,2,2,30,0,0,0,0,0,19027,19656,18781,20632,20042,1279,3000,6668,468,507,0
20000,1,2,2,31,-1,-1,-1,2,-1,390,390,780,390,806,390,780,0,806,19103,1
30000,1,2,2,34,0,0,0,0,0,24380,17858,19563,20929,21280,2000,2000,2000,1000,787,0
130000,1,3,2,34,0,0,0,0,0,10557,12069,14849,17585,17990,2000,3000,3000,1000,3000,0
180000,1,6,1,34,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
5.00E+05,1,1,2,34,0,0,0,0,0,494356,488578,488166,485249,441981,17438,18852,16673,15244,15216,0
190000,1,2,1,43,0,0,0,0,0,83399,86010,87736,90373,91980,4000,4000,5000,4000,4000,1
150000,1,5,1,36,0,0,0,0,0,216482,220889,133616,136378,139219,5500,3800,3900,4000,4100,0
320000,1,1,1,48,2,2,2,2,2,206732,201932,215392,218370,220977,0,18300,8000,7700,7700,1
320000,1,1,1,47,0,0,0,0,0,162701,132087,120285,124565,89699,20000,15000,10000,22500,20000,0
490000,1,1,1,49,-1,-1,-1,-1,-1,19107,10190,10149,76760,8879,10238,10191,77163,8921,16786,0
10000,1,3,1,42,2,2,0,0,2,9013,8714,9121,9926,8898,0,1200,1500,0,1000,1
4.00E+05,1,1,1,39,0,0,-1,0,0,10260,17794,6402,20772,12406,12201,6430,20118,5037,5054,0
10000,1,2,1,37,1,-2,-1,3,2,-265,-265,5235,5007,4779,0,5500,0,0,3000,1
3.00E+05,1,2,2,47,0,0,0,0,0,109274,110453,115453,118522,118586,3000,5000,5013,4514,4220,0
310000,1,4,1,46,-1,-1,-1,-1,-1,15431,10414,21209,91238,18293,10414,21229,91254,18293,14332,0
1.00E+05,1,2,2,44,2,2,2,2,2,80358,81344,84133,84873,82613,2900,5000,3000,0,6200,1
80000,1,2,2,36,0,0,0,0,0,33457,34197,35641,36742,38127,1600,2000,2000,2000,2000,0
50000,1,3,1,46,0,0,0,0,0,62315,60180,58108,55774,53589,2200,2200,2000,1967,2002,0
270000,1,2,2,36,1,-1,-1,-2,-1,-16,3326,-54,-54,19315,3342,0,0,19369,996,0
5.00E+05,1,2,1,44,-1,-1,-1,-1,-1,2445,12988,2544,949,86362,13053,2556,955,86793,0,0
50000,1,2,2,39,0,0,0,0,2,25637,28371,29913,32417,31597,3500,2000,3000,0,2500,1
460000,1,2,1,39,-2,-2,-2,-2,-2,700,9916,9906,7586,4706,9916,9906,7596,4706,4328,0
80000,1,3,2,44,1,2,0,0,0,58606,57076,58358,58992,62696,0,2800,2200,4700,2600,0
260000,1,3,1,39,0,0,0,0,0,30498,31500,31619,22020,22040,1894,1403,1642,1053,2000,0
50000,1,2,1,47,0,0,0,0,0,11325,12335,13431,14439,14602,1504,1600,1537,700,700,0
30000,1,3,1,41,0,0,0,0,0,19904,21267,22120,23746,25346,2000,1510,3000,2000,0,0
190000,1,2,1,42,0,0,0,0,0,3747,3313,4085,4742,5875,1000,1004,1500,1500,1267,1
290000,1,1,2,40,0,0,0,0,0,83607,83618,86768,87767,87813,3000,4500,4001,3094,3000,0
650000,1,1,1,44,-2,-2,-2,-2,-2,2119,5094,5158,7139,1034,5115,5180,7201,1035,2139,0
50000,1,2,1,38,0,0,0,0,0,1529,5404,3853,4768,-52,1200,1200,1020,0,0,1
80000,1,1,2,44,0,0,0,0,0,77156,77494,77438,67054,60270,3000,2734,2215,4000,2036,0
2.00E+05,1,2,1,42,0,0,0,0,0,76929,74701,69669,13877,9789,5000,4070,3000,2078,115000,0
150000,1,1,1,43,-1,3,2,-1,-1,832,832,416,416,416,0,416,416,416,416,1
290000,1,2,2,30,2,2,0,0,0,270131,213484,197238,202680,133478,0,9000,10500,17000,0,1
340000,1,1,2,29,-1,0,0,0,0,44855,331641,331334,286660,263505,300039,13214,12005,13005,10011,0
320000,1,1,2,30,0,0,0,0,0,95526,97737,101151,104203,108867,5000,5000,5000,5364,5010,0
80000,1,2,2,31,0,0,0,0,3,50244,51243,52319,58245,56728,1835,1903,6800,0,0,0
10000,1,2,2,30,0,0,0,0,0,9018,10015,10067,10105,9471,1158,1210,1200,339,351,1
420000,1,2,2,31,0,0,0,0,0,405274,411980,287733,293951,305011,14302,10500,11000,16000,12000,0
230000,1,2,1,41,0,0,0,0,0,226467,231187,231272,228653,225471,10000,10500,10000,9000,8200,0
1.00E+05,1,2,2,35,0,0,0,0,0,61378,62756,64147,65910,61018,3000,3000,3500,3000,3000,0
1.00E+05,1,1,1,35,0,0,0,0,0,98803,101103,93566,90339,66222,4035,4098,4213,3106,4000,1
280000,1,1,1,31,0,0,0,0,0,235461,196894,168463,149816,128721,8900,8100,7200,5000,5000,0
220000,1,1,1,34,-2,-2,-2,-2,-2,6433,6286,4903,9078,3583,6307,4927,9123,3587,4698,0
340000,1,2,2,36,-2,-2,-2,-2,-2,19628,14586,15018,12062,3894,14594,15047,12064,3894,7957,0
340000,1,3,1,36,0,0,0,0,0,362178,303611,92112,75710,63870,10116,3300,5000,10000,10000,1
210000,1,2,2,37,0,0,0,0,0,18896,19777,20803,21816,22250,1500,1350,1363,797,825,0
140000,1,2,1,38,0,0,0,0,0,135261,137999,141532,75815,65099,4494,5303,2806,1825,1880,1
390000,1,2,1,37,0,0,0,0,0,174603,178087,185212,187648,192538,6379,10000,7001,8001,10000,0
20000,1,3,2,49,0,0,0,-2,-2,16787,18464,0,0,0,2074,0,0,0,0,0
420000,1,1,1,34,0,0,0,0,0,454391,466810,483277,479800,489200,20000,24000,11000,10000,0,0
350000,1,3,1,31,1,2,2,0,0,225434,214620,170451,156922,143062,11000,0,5500,5000,1.00E+05,0
50000,1,3,1,39,0,0,0,0,0,43127,44413,45697,46873,47188,2000,2000,2000,2000,2000,1
630000,1,2,1,46,0,0,0,0,0,125975,91247,81317,146005,146207,3416,4300,84700,4211,4470,0
140000,1,2,1,34,0,0,0,0,0,32538,36002,40422,44433,28029,4000,5000,5000,5000,5000,0
180000,1,3,1,40,0,0,0,-1,0,105918,81091,-1659,111077,112738,4400,0,112736,5000,5300,0
340000,1,2,1,37,0,0,0,0,0,71934,78695,80831,81589,83546,8000,4000,3000,3300,3300,0
210000,1,1,1,49,-1,-1,-1,-1,-1,291,291,291,291,291,291,582,291,291,291,0
1.00E+05,1,3,2,47,0,0,0,0,0,94667,97088,99520,102650,0,4000,4000,5000,0,0,0
180000,1,1,1,37,1,-1,-1,-1,-1,1660,2701,1832,919,500,2701,1832,919,500,7068,0
3.00E+05,1,1,1,46,-1,-1,-1,-1,-1,132760,1968,4436,839,5792,1977,4458,862,5821,7088,0
210000,1,2,1,45,-1,-1,-1,-1,-1,1792,4339,4049,345,650,4369,4049,348,650,3217,1
230000,1,1,1,46,-1,-1,-1,-1,-1,39900,1200,0,11211,0,1200,0,11211,0,0,0
70000,1,3,1,45,2,2,2,2,2,71586,71623,71020,67338,70769,3100,3008,0,5100,2600,1
120000,1,3,1,47,0,0,0,0,0,71777,73282,75499,77739,78666,2700,3400,3500,2815,3000,1
20000,1,2,2,34,1,2,0,0,0,14498,13968,15739,17168,17580,0,2000,2000,1000,1000,0
140000,1,1,2,29,0,0,0,0,0,142044,142087,255846,140057,100177,6100,5528,4500,3500,4000,1
20000,1,2,2,29,0,0,-2,-2,-2,16809,0,0,0,0,0,0,0,0,0,1
50000,1,2,2,29,1,2,0,0,0,50845,48750,103486,50590,50248,0,6556,3250,1563,1208,0
170000,1,3,2,30,0,-1,0,0,0,10392,168088,168955,161351,126198,168096,6409,7335,4448,4519,0
260000,1,1,1,30,-1,0,-1,-1,-1,27378,17082,13333,99,99,10018,13333,99,99,172104,0
60000,1,3,2,30,0,0,0,0,0,54952,56021,54126,58732,59306,2600,4553,5800,2000,1000,1
50000,1,3,1,30,1,2,2,0,0,17479,18195,17614,18630,19000,1300,0,1310,680,727,1
150000,1,3,2,29,0,0,-1,-1,0,106556,108706,26068,20546,27228,46060,81620,184133,17322,3279,0
240000,1,1,2,29,0,0,2,2,2,64826,72951,62848,60645,57554,10589,34,4400,0,2000,1
140000,1,1,2,29,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
360000,1,1,2,32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
310000,1,2,2,30,-2,-2,-2,-2,-2,167,-223,780,0,0,0,1003,0,0,291,0
210000,1,2,1,31,-1,-1,-1,-1,-1,326,326,326,326,652,326,326,326,652,0,1
450000,1,1,2,31,-1,-1,-1,-1,-2,5000,5000,5000,0,0,5000,5000,0,0,0,0
230000,1,1,2,34,-1,-1,0,0,0,23396,25723,49223,66006,47412,25748,30029,27417,1016,640,0
390000,1,1,2,32,0,0,0,0,-1,60425,49480,46201,38770,3914,1781,2188,1000,8572,6568,0
10000,1,2,2,32,2,0,0,0,0,9299,9576,9028,9644,9790,1132,1384,1000,196,200,0
330000,1,2,2,33,0,0,0,0,0,50999,50055,47398,40334,34443,2000,2007,2000,2000,2000,0
30000,1,1,2,33,-1,3,2,-1,0,31724,30923,29928,29498,27025,0,0,31200,541,0,1
190000,1,1,2,33,0,0,0,0,0,144706,137502,127014,120826,112211,6388,6112,4202,4200,4200,0
50000,1,3,1,37,-1,-1,2,2,-1,3057,3427,3207,0,1250,3000,0,0,1250,5245,1
50000,1,5,1,45,2,0,0,0,0,71927,73514,75373,50947,51020,3000,3428,2002,1023,0,1
410000,1,1,2,34,0,0,0,-1,-1,468749,411016,420393,1467,1421,17259,18600,1474,1428,0,1
150000,1,2,1,35,1,-2,-2,-2,-2,-18,-18,-18,-18,-18,0,0,0,0,0,0
360000,1,1,2,35,-1,-1,-1,-1,-1,200,317,12349,0,326,317,12357,0,326,105,0
50000,1,2,1,40,0,0,0,0,0,49073,49531,44002,44356,19344,1691,1942,1296,674,693,0
210000,1,1,2,36,0,0,0,0,-1,97826,20384,31294,43790,510,5000,11294,13790,1000,20188,0
50000,1,3,1,46,3,3,2,0,0,53418,52281,51173,50033,9779,0,7,1104,445,400,0
220000,1,1,2,38,0,0,0,0,0,159322,164176,167028,170480,173818,7500,7000,6500,6000,6000,0
20000,1,2,2,42,0,0,2,0,0,10690,15027,14503,15238,14838,4854,0,1400,0,303,0
170000,1,3,1,46,-1,-1,-1,-1,-1,1804,1804,1804,1804,3608,1804,1804,1804,3608,0,1
20000,1,2,1,43,1,2,2,2,2,6216,7268,7009,8102,7136,1307,0,1400,0,182,0
60000,1,2,3,41,0,0,0,0,0,61118,50643,44004,26940,9971,2200,2000,1200,0,0,0
160000,1,3,1,42,2,0,0,0,0,139983,125833,127815,130023,98604,6000,5500,5000,3000,4000,1
190000,1,3,1,44,-1,2,-1,2,-1,291,291,582,291,582,0,582,0,582,0,0
360000,1,2,1,45,-1,-1,-1,-1,-1,18552,836,836,836,986,836,836,836,986,986,0
50000,1,2,1,48,0,0,0,-1,0,48187,48344,46895,49161,6690,46895,1775,51209,428,5665,1
130000,1,3,2,40,0,0,0,0,0,129548,129438,129388,127628,64345,6000,6000,5161,2239,3000,0
320000,1,1,1,44,-2,-2,-2,-2,-2,14075,6813,13482,2975,2029,6818,13482,2975,2029,888,0
30000,1,2,2,38,2,2,2,2,0,19992,21055,22120,21471,21598,1700,1700,0,782,2000,0
1.00E+05,1,3,1,37,0,0,0,0,0,31647,32935,32689,17246,3175,2129,1686,1043,409,62380,0
20000,1,2,1,48,1,2,0,0,0,20733,20109,20126,18928,18761,2,2019,11309,2000,700,0
50000,1,2,2,45,0,0,0,0,2,20638,19834,19387,22574,20483,1314,1340,5000,0,729,0
130000,1,3,1,45,-1,-1,-1,-1,-1,1475,1826,2831,2756,1585,1826,2831,2756,1585,1215,1
5.00E+05,1,2,2,38,0,0,0,0,-1,31504,27546,20189,12058,14692,12160,6056,3063,14725,206,0
80000,1,2,2,39,3,2,0,0,0,75635,73830,74968,23867,23130,0,2968,1867,463,0,1
30000,1,2,1,42,0,0,0,0,0,28658,28281,29826,28572,9072,1656,3000,1000,500,0,0
230000,1,1,2,44,-2,-1,-1,-1,-1,5419,3288,806,1467,9192,3306,806,1500,9216,4388,0
50000,1,3,1,46,0,0,0,2,0,11401,12506,14774,14233,14744,1300,3000,0,1000,1000,0
290000,1,1,1,32,-1,-1,-1,-1,0,31933,38752,200,1956,910,39032,201,1961,4,0,0
